topic,payload,recv_ts
counter/1/0/0/0,312061:1747635527124:,1747635551070
counter/1/0/0/0,312062:1747635527124:,1747635551070
counter/1/0/0/0,312063:1747635527124:,1747635551070
counter/1/0/0/0,312064:1747635527124:,1747635551070
counter/1/0/0/0,312065:1747635527124:,1747635551070
counter/1/0/0/0,312066:1747635527124:,1747635551071
counter/1/0/0/0,312067:1747635527124:,1747635551071
counter/1/0/0/0,312068:1747635527124:,1747635551071
counter/1/0/0/0,312069:1747635527124:,1747635551071
counter/1/0/0/0,312070:1747635527124:,1747635551071
counter/1/0/0/0,312071:1747635527124:,1747635551071
counter/1/0/0/0,312072:1747635527124:,1747635551071
counter/1/0/0/0,312073:1747635527124:,1747635551071
counter/1/0/0/0,312074:1747635527124:,1747635551071
counter/1/0/0/0,312075:1747635527124:,1747635551071
counter/1/0/0/0,312076:1747635527124:,1747635551071
counter/1/0/0/0,312077:1747635527124:,1747635551071
counter/1/0/0/0,312078:1747635527124:,1747635551071
counter/1/0/0/0,312079:1747635527124:,1747635551071
counter/1/0/0/0,312080:1747635527124:,1747635551071
counter/1/0/0/0,312081:1747635527124:,1747635551071
counter/1/0/0/0,312082:1747635527124:,1747635551071
counter/1/0/0/0,312083:1747635527124:,1747635551071
counter/1/0/0/0,312084:1747635527124:,1747635551071
counter/1/0/0/0,312085:1747635527124:,1747635551072
counter/1/0/0/0,312086:1747635527124:,1747635551072
counter/1/0/0/0,312087:1747635527124:,1747635551072
counter/1/0/0/0,312088:1747635527124:,1747635551072
counter/1/0/0/0,312089:1747635527124:,1747635551072
counter/1/0/0/0,312090:1747635527124:,1747635551072
counter/1/0/0/0,312091:1747635527124:,1747635551072
counter/1/0/0/0,312092:1747635527124:,1747635551072
counter/1/0/0/0,312093:1747635527125:,1747635551072
counter/1/0/0/0,312094:1747635527125:,1747635551072
counter/1/0/0/0,312095:1747635527125:,1747635551072
counter/1/0/0/0,312096:1747635527125:,1747635551072
counter/1/0/0/0,312097:1747635527125:,1747635551072
counter/1/0/0/0,312098:1747635527125:,1747635551072
counter/1/0/0/0,312099:1747635527125:,1747635551072
counter/1/0/0/0,312100:1747635527125:,1747635551072
counter/1/0/0/0,312101:1747635527125:,1747635551073
